"","BI.rich.percentage","DF.rich.percentage","RF.rich.percentage","MA.rich.percentage","VME.0.percentage","VME.1.percentage","VME.2.percentage","VME.3.percentage"
"1",1.3,1.3,0.4,0,1.2,0.5,3,6.8
